time_index,train_1_on,train_2_on,train_3_on,train_4_on,train_1_flow_pct,train_2_flow_pct,train_3_flow_pct,train_4_flow_pct,on-peak
693,1,1,0,0,100,100,0,0,1
694,1,1,1,1,100,100,85,85,0
695,1,1,1,1,100,100,85,85,0
696,1,1,1,1,100,100,85,85,0
697,1,1,1,1,100,100,85,85,0
698,1,1,1,1,100,100,85,85,0
699,1,1,1,1,100,100,85,85,0
700,1,1,1,1,100,100,85,85,0
701,1,1,1,1,100,100,85,85,0
702,1,1,1,1,100,100,85,85,0
703,1,1,1,1,100,100,85,85,0
704,1,1,1,1,100,100,85,85,0
705,1,1,1,1,100,100,85,85,0
706,1,1,1,0,100,100,85,0,0
707,1,1,1,0,100,100,85,0,0
708,1,1,1,0,100,100,85,0,0
709,1,1,1,0,100,100,85,0,0
710,1,1,1,0,100,100,85,0,0
711,1,1,1,0,100,100,85,0,0
712,1,1,1,0,100,100,85,0,0
713,1,1,0,0,100,100,0,0,1
714,1,1,0,0,100,100,0,0,1
715,1,1,0,0,100,100,0,0,1
716,1,1,0,0,100,100,0,0,1
717,1,1,0,0,100,100,0,0,1
718,1,1,1,0,100,100,85,0,0
719,1,1,1,0,100,100,85,0,0
720,1,1,1,0,100,100,85,0,0
